PriceTotal,Size,Deposit,OnlineSince,Adress,AmountofIcons,AmountofIconsNeeded,Title_length,LookingFor_length,analysis_det,analysis_desr,analysis_desl,analysis_desli,analysis_deso
880,15,850,192.0,4,10,0,31,338,0.0,0.0,-0.5994,0.0,-0.5994
570,10,1000,192.0,1,8,3,15,338,0.0,-0.5994,-0.5994,-0.5994,0.5093
990,16,0,192.0,4,3,3,52,274,0.0,0.2263,0.5994,0.0,0.0
790,18,1500,192.0,4,11,5,66,338,0.0,-0.6808,-0.6476,0.9925,-0.7906
786,16,1800,192.0,2,8,3,36,16,0.0,-0.9769,-0.9864,-0.8957,0.0
682,20,1425,192.0,3,6,2,106,286,0.4588,0.0,0.0,0.9371,0.0
285,20,300,192.0,4,10,0,94,245,0.0,-0.991,-0.5994,0.0,0.0
800,20,600,192.0,2,4,3,58,286,0.0,-0.6808,-0.9201,0.0,0.0
1050,89,1575,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
1231,124,1846,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
930,12,0,192.0,2,4,0,70,16,0.0,-0.9661,-0.8439,0.0,0.0
1245,93,1867,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
896,95,1344,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
960,13,0,24.0,3,4,0,63,16,0.0,-0.9823,-0.5994,0.0,0.0
510,10,960,192.0,4,2,4,47,338,0.0,-0.9643,-0.5994,0.0,0.0
685,14,1000,192.0,4,10,2,22,338,0.0,-0.9476,-0.5994,0.0,0.0
900,30,600,192.0,2,9,0,51,16,0.0,0.0,0.0,0.0,0.0
1200,20,0,192.0,4,1,0,28,5,0.0,0.0,0.0,0.0,0.0
700,15,1200,192.0,1,11,2,38,16,0.0,-0.8439,-0.9831,0.0,0.0
1049,21,200,216.0,3,4,0,125,16,0.0,0.7876,0.0,0.0,0.0
675,19,850,216.0,3,11,2,60,338,0.0,-0.9817,-0.8807,-0.8316,0.0
690,12,1300,216.0,3,11,6,63,338,0.0,-0.9485,-0.5994,0.4588,-0.6597
800,14,0,216.0,2,6,3,54,245,0.0,-0.636,0.0,0.0,0.0
704,24,1131,216.0,3,8,0,60,338,0.4588,-0.7003,-0.855,-0.4588,-0.8168
750,7,250,216.0,3,4,0,50,338,0.0,0.0,-0.9184,-0.5994,0.3987
735,13,1600,216.0,4,6,0,42,16,0.0,-0.7044,0.0,-0.6688,0.0
700,9,1500,216.0,4,10,5,27,338,0.0,-0.6808,-0.6808,0.0,0.0
950,18,1800,216.0,4,10,6,61,338,0.0,-0.6808,-0.5994,-0.9136,-0.9136
750,30,0,216.0,2,11,2,39,338,0.0,-0.8516,0.0,0.0,0.0
650,20,500,216.0,3,11,4,79,325,0.0,-0.5423,-0.5994,-0.8316,-0.5994
450,15,800,216.0,2,12,0,54,16,0.4588,-0.6808,0.0,0.0,0.0
650,17,900,216.0,3,12,0,25,338,0.0,-0.128,0.0,-0.8316,0.0
355,16,250,216.0,2,10,3,52,245,0.0,-0.636,-0.9136,-0.8316,-0.7312
430,12,700,216.0,85540,11,3,29,286,0.0,-0.9062,0.0,0.0,0.0
890,85,1335,168.0,4,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1160,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
990,20,0,24.0,4,4,0,62,16,0.0,-0.9761,-0.5994,0.0,0.0
1121,0,1681,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
1200,21,0,144.0,2,5,0,118,16,0.0,-0.9508,-0.6597,0.0,0.0
925,27,1500,168.0,3,4,0,59,16,0.0,0.0,0.0,0.0,0.0
750,19,500,216.0,2,9,0,38,16,0.4588,0.9531,0.3384,0.8979,0.7783
595,0,1000,216.0,1,8,2,30,5,0.0,0.5574,0.4215,-0.0717,0.0
275,9,550,216.0,2,4,0,32,16,0.0,0.0,0.0,-0.2942,0.0
1050,21,0,216.0,2,6,3,23,338,0.0,-0.9334,0.0,0.0,0.0
620,15,0,216.0,4,6,3,58,16,0.4588,0.5719,0.0516,0.128,0.0
1040,30,1200,216.0,2,11,5,43,16,0.0,-0.9451,-0.5994,-0.636,-0.636
945,15,2000,216.0,4,10,5,95,16,0.4588,0.4153,0.7906,0.0996,0.7149
980,15,1000,216.0,4,6,5,30,338,0.4588,0.4576,0.0,0.0,0.0
850,22,1000,216.0,4,11,2,64,16,0.0,0.0,0.4404,-0.5423,0.0
845,15,2000,216.0,2,12,0,132,245,0.0,-0.9582,0.0,-0.9157,0.9982
780,12,1200,216.0,3,8,3,33,16,0.0,0.0,-0.8316,0.0,-0.5994
780,15,1950,216.0,3,10,6,50,338,0.0,-0.9136,-0.9892,-0.8316,0.0
650,17,1860,216.0,82194,2,5,50,16,0.0,0.6514,0.0,0.0,0.0
800,10,1000,216.0,1,9,6,77,286,0.4588,-0.802,-0.5994,-0.5813,0.8936
640,10,1920,1.0,2,8,0,68,338,0.0,-0.9509,-0.4215,-0.5994,0.0
435,9,850,216.0,4,11,2,74,245,0.0,0.0,0.0,-0.5994,0.0
845,28,1700,216.0,4,11,2,98,245,0.0,-0.5423,0.0,0.0,0.0
130,18,200,216.0,2,13,0,47,338,0.0,0.0,0.0,0.0,0.0
1070,31,2137,216.0,4,9,0,43,338,0.0,-0.8439,-0.8316,-0.5994,0.75
900,13,0,192.0,2,4,0,70,16,0.0,-0.9761,-0.5994,0.0,0.0
1020,87,1530,168.0,4,3,0,27,16,0.0,-0.8439,0.0,0.0,-0.9545
920,145,1380,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
975,67,1462,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1064,92,1596,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
1020,12,0,144.0,2,4,0,109,16,0.0,-0.9823,-0.5994,0.0,0.0
750,19,1300,216.0,2,11,6,49,338,0.0,-0.959,0.0,0.2023,0.0
1000,20,1000,216.0,3,7,0,55,338,0.4588,-0.8591,0.0,0.0,0.0
1007,19,2100,216.0,2,5,3,37,16,0.0,0.9578,0.0,0.0,0.0
390,8,990,216.0,4,5,0,31,16,0.0,-0.9761,-0.9485,-0.8316,-0.636
710,16,1130,216.0,3,6,3,19,16,0.0,-0.8268,-0.8316,-0.636,0.0
600,15,1800,240.0,2,3,5,24,16,0.0,0.0,0.0,0.0,0.0
487,13,1002,240.0,4,9,2,60,338,0.0,0.0,-0.9485,-0.8316,0.0
569,17,1218,240.0,4,8,4,60,338,0.0,0.0,-0.9485,-0.8316,0.0
850,21,1000,240.0,2,7,5,46,338,0.0,-0.9136,0.4215,0.0,-0.8316
850,12,0,240.0,4,9,0,98,16,0.0,0.8123,0.8622,0.9801,0.8122
810,15,1000,240.0,2,11,4,11,5,0.0,-0.5423,0.0,0.0,0.0
745,22,1000,240.0,4,8,0,90,338,0.4588,-0.9136,-0.8316,-0.8126,0.0
700,15,0,240.0,1,5,3,49,286,0.0,-0.5994,0.0,0.0,0.0
1100,20,3000,240.0,4,4,5,68,16,0.0,-0.891,0.0,0.0,0.0
955,15,2660,240.0,4,10,7,71,16,0.0,-0.9808,-0.9761,0.0,0.0
850,13,850,240.0,3,6,5,44,16,0.0,0.9912,0.0,0.0,0.0
885,11,2430,240.0,4,10,7,71,16,0.0,-0.9832,-0.9761,0.0,0.0
710,11,1500,240.0,2,3,0,67,338,0.0,-0.859,-0.8126,-0.5994,0.0
650,17,1000,240.0,1,10,3,25,16,0.0,0.0,-0.8316,0.0,-0.5994
1100,15,2850,240.0,4,12,4,69,5,0.4588,-0.9623,-0.8316,0.0,0.0
900,13,0,192.0,2,4,0,70,16,0.0,-0.9761,-0.5994,0.0,0.0
1270,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1020,177,1530,168.0,3,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1140,13,0,24.0,4,4,0,71,16,0.0,-0.9761,-0.5994,0.0,0.0
890,85,1335,168.0,4,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1150,157,1000,168.0,4,4,0,68,16,0.0,0.0,0.0,0.0,-0.9783
900,25,1000,240.0,0,13,6,53,16,0.0,0.5106,-0.9485,0.8402,0.34
750,15,700,240.0,2,7,0,24,338,0.0,-0.875,-0.9761,0.0,0.0
450,15,1000,240.0,2,10,0,28,338,0.0,-0.8825,0.0,0.0,0.0
850,15,0,240.0,4,1,0,50,16,0.4588,0.9184,0.0,0.0,0.0
785,18,1570,240.0,2,6,4,43,286,0.0,0.9778,0.0,0.0,0.0
1200,35,2000,240.0,4,10,3,57,16,0.0,-0.9246,0.0,-0.8316,0.0
650,16,0,240.0,2,7,0,48,338,0.0,-0.9491,0.0,0.0,0.0
896,11,2490,240.0,2,10,3,47,325,0.4588,0.8412,-0.6139,0.8562,0.8065
945,25,0,240.0,3,6,4,57,338,0.0,0.0,0.0,0.0,0.0
700,20,1200,240.0,2,11,2,53,338,0.0,-0.8881,-0.7717,0.0,0.0
930,24,1000,240.0,3,7,3,38,338,0.0,-0.9643,-0.5994,-0.9136,-0.8316
570,10,500,240.0,3,11,4,47,286,0.0,-0.8011,0.0,-0.9738,0.4588
860,14,2000,240.0,3,11,4,93,286,0.0,-0.7096,0.0,0.0,0.0
1000,18,1000,240.0,3,9,3,92,338,0.0,-0.5267,-0.9726,0.9377,0.0
1350,16,1350,240.0,4,7,3,187,338,0.4588,0.9769,-0.4945,0.9952,0.8402
950,14,0,240.0,2,7,0,47,5,0.0,-0.8591,-0.34,-0.5994,0.5093
730,24,1500,240.0,2,10,6,39,286,0.0,-0.9136,-0.5994,-0.6688,-0.5994
450,10,400,240.0,2,3,5,66,273,0.0,-0.5994,-0.9485,-0.34,0.0
1200,113,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1050,12,0,24.0,2,4,0,55,16,0.0,-0.9761,-0.5994,0.0,0.0
1220,106,1830,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
1160,103,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1195,124,1792,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
1140,13,0,24.0,4,4,0,71,16,0.0,-0.9761,-0.5994,0.0,0.0
575,20,900,264.0,82110,11,3,50,286,0.0,-0.8591,-0.8316,-0.5093,0.0
670,22,1100,264.0,2,11,4,28,286,0.0,-0.9062,0.0,-0.5994,-0.9761
750,14,0,264.0,4,9,0,76,286,0.0,-0.9136,-0.5994,0.0,0.0
780,14,1400,264.0,3,11,3,17,286,0.0,0.4767,0.0,0.0,0.0
560,15,1500,264.0,4,9,3,61,338,0.0,-0.9485,-0.9393,0.0,-0.8313
850,16,1000,264.0,3,6,4,39,286,0.0,-0.9186,-0.8316,0.0,-0.5994
800,12,1300,264.0,1,10,3,60,286,0.0,-0.9698,-0.9508,-0.902,0.0
837,16,600,264.0,1,9,0,78,338,0.0,-0.1027,0.0,-0.5994,0.0
690,10,1500,264.0,3,6,2,33,16,0.4588,0.6901,0.0,0.0,0.0
800,16,2000,264.0,2,11,5,75,16,0.0,-0.636,0.0,0.0,0.0
800,21,350,264.0,4,2,0,30,16,0.0,0.0,0.0,0.0,0.0
650,16,1300,264.0,3,4,2,40,16,0.0,-0.5994,0.5994,-0.8316,0.4588
310,20,500,264.0,1,9,2,57,273,0.0,-0.5423,0.0,-0.5423,0.0
280,14,300,264.0,3,13,2,37,245,0.0,-0.8439,-0.9136,-0.855,-0.7205
690,15,0,264.0,3,9,0,46,338,0.0,-0.875,-0.8316,-0.8439,0.0
1400,20,2400,264.0,4,9,0,67,338,0.4588,0.0,0.0,0.0,0.0
1200,17,2000,264.0,4,9,0,89,338,0.4588,0.0,0.0,0.0,0.0
560,17,1000,264.0,2,2,3,29,338,0.0,0.4588,-0.5994,0.6588,0.507
1231,124,1846,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
945,94,1417,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1080,11,0,24.0,2,4,0,55,16,0.0,-0.9761,-0.5994,0.0,0.0
1175,145,1762,168.0,3,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
920,145,1380,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1050,18,0,24.0,3,4,0,63,16,0.0,-0.9823,-0.5994,0.0,0.0
1030,20,2000,264.0,3,11,2,35,338,0.0,0.0,-0.8316,-0.8126,0.0
1050,18,2250,264.0,4,10,0,31,338,0.0,-0.6705,-0.9545,-0.296,0.3786
1200,25,1200,264.0,2,9,3,96,338,0.0,-0.8439,0.0,0.0,0.0
881,12,2640,264.0,3,11,4,89,245,0.0,-0.9844,-0.9942,0.0,-0.5994
900,17,2000,264.0,4,8,4,38,16,0.0,-0.9914,0.0,0.0,0.0
765,18,1000,264.0,2,11,3,21,286,0.0,-0.636,0.0,0.0,0.0
575,9,500,264.0,2,10,0,35,16,0.0,0.0,-0.9136,-0.936,0.0
635,10,1800,264.0,4,7,4,43,338,0.0,-0.9413,-0.5994,-0.296,0.0
872,18,2000,264.0,4,9,3,40,16,0.0,-0.9569,-0.9601,-0.9508,-0.9184
650,15,0,264.0,4,6,3,42,286,0.0,-0.6808,-0.8316,0.0,0.4588
1000,20,1500,264.0,2,6,5,95,338,0.0,0.9267,-0.296,0.9081,0.9623
700,16,1500,264.0,2,3,3,21,245,0.0,-0.6996,-0.5994,-0.5994,0.0
950,25,150,264.0,3,8,0,55,338,0.0,-0.2263,-0.8256,-0.5994,0.0
795,14,1600,264.0,4,4,6,51,286,0.0,0.9914,0.0,0.0,0.0
735,15,0,264.0,4,8,2,44,325,0.0,-0.9313,-0.5994,-0.9661,-0.636
950,22,2000,264.0,3,8,2,34,16,0.4588,-0.6571,0.0,0.0,0.0
850,9,2000,264.0,3,10,3,36,16,0.0,-0.9766,-0.8316,0.0,0.0
945,18,0,264.0,2,3,6,47,16,0.0,-0.9508,-0.8316,0.4588,-0.636
850,14,1200,264.0,2,11,5,47,338,0.0,-0.975,-0.5994,-0.8885,-0.5994
750,23,400,264.0,2,10,0,48,16,0.0,-0.8225,-0.2263,-0.7003,0.7127
1140,9,0,192.0,2,4,0,76,16,0.0,-0.9661,-0.8439,0.0,0.0
1050,12,0,24.0,2,4,0,55,16,0.0,-0.9761,-0.5994,0.0,0.0
1112,108,1668,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
1095,101,1642,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
1121,0,1681,168.0,2,3,0,27,16,0.0,-0.9184,0.0,0.0,-0.9545
1231,124,1846,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
725,12,1300,264.0,4,12,5,15,286,0.0,0.4351,0.7351,0.765,0.0
562,18,1500,264.0,3,10,2,35,16,0.0,-0.9983,-0.8316,-0.8126,0.0
895,107,1900,264.0,85521,3,5,44,325,0.0,-0.872,-0.9136,-0.8316,0.0
740,20,1480,264.0,4,4,3,67,5,0.0,-0.8715,0.0,0.0,0.0
990,11,1700,264.0,3,11,5,102,338,0.0,0.875,0.7269,0.296,0.8439
700,12,0,264.0,3,11,0,30,338,0.4588,-0.9509,0.2023,0.0,-0.5848
1690,30,0,288.0,4,9,3,50,338,0.4588,-0.5994,-0.7184,-0.886,0.0
150,9,0,288.0,2,5,0,28,5,0.0,0.0,-0.5994,-0.855,-0.8176
840,10,2500,288.0,2,7,4,16,16,0.4588,0.0,0.7964,0.4939,0.6597
900,35,0,288.0,2,12,0,62,338,0.4588,-0.25,0.0,0.0,0.0
815,16,2445,288.0,4,5,4,39,325,0.0,-0.8316,-0.8316,-0.9136,-0.5994
830,11,1400,288.0,1,10,3,73,16,0.0,-0.9136,0.0,0.0,0.0
880,14,2000,288.0,1,12,4,27,286,0.0,-0.8979,-0.8316,0.4588,0.0
590,13,1500,288.0,4,9,3,20,338,0.0,0.0,-0.8316,0.5994,0.4588
681,36,0,288.0,3,5,2,83,16,0.0,-0.9954,0.0,0.0,0.0
750,16,400,288.0,1,11,0,28,338,0.0,-0.7906,0.5267,0.0,0.0
900,17,2000,288.0,2,11,4,78,338,0.0,-0.9589,-0.8316,0.0,0.0
610,11,1200,288.0,3,11,0,67,338,0.0,-0.9738,-0.8316,-0.8316,-0.7964
795,12,2000,288.0,2,12,5,16,338,0.0,-0.9923,-0.9808,-0.8316,0.0
960,20,1500,288.0,2,13,6,45,338,0.0,-0.9907,-0.9808,0.0,-0.8316
1195,124,1792,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
920,145,1380,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
1041,81,1561,168.0,2,3,0,27,16,0.0,-0.5994,0.0,0.0,-0.9545
960,14,0,24.0,4,4,0,73,16,0.0,-0.9828,-0.5994,0.0,0.0
1140,13,0,24.0,4,4,0,71,16,0.0,-0.9761,-0.5994,0.0,0.0
1240,140,1000,168.0,4,4,0,50,16,0.0,0.0,0.0,0.0,-0.9783
535,12,800,288.0,3,8,3,16,286,0.0,0.7003,-0.296,0.34,0.34
890,15,2220,288.0,3,10,0,66,16,0.0,0.1361,0.7269,0.9723,0.0
700,14,0,288.0,4,1,0,50,338,0.4588,0.0,-0.5994,-0.5994,0.0
740,10,1920,288.0,1,11,6,41,338,0.0,-0.9136,0.0,-0.5994,-0.5994
500,13,750,288.0,3,10,0,30,16,0.4588,-0.3578,-0.9136,-0.8316,-0.5994
750,23,800,288.0,3,7,0,138,16,0.0,0.6808,-0.5423,0.7494,0.0
830,16,1334,288.0,3,10,5,30,16,0.0,-0.9371,0.0,-0.7783,-0.5994
620,19,600,288.0,2,7,0,40,286,0.4588,0.9134,-0.9231,0.9208,0.0
540,20,150,288.0,4,6,0,33,16,0.0,0.0,0.0,0.0,0.0
870,12,1000,288.0,2,1,5,44,16,0.0,-0.5423,0.0,0.0,0.0
750,12,1554,288.0,2,11,6,49,338,0.0,-0.9062,-0.5994,-0.9451,-0.2263
300,14,200,312.0,4,7,0,21,245,0.0,-0.8268,-0.8316,0.0,-0.8402
990,17,4000,312.0,2,11,5,46,16,0.0,-0.987,-0.743,0.0,-0.5994
410,16,0,312.0,2,9,0,49,5,0.0,-0.7875,0.0,-0.6418,-0.7875
450,18,0,312.0,2,9,0,53,5,0.0,-0.9583,0.0,-0.7875,-0.7875
1070,15,2000,312.0,4,11,4,64,16,0.0,-0.886,-0.5994,-0.5994,0.0
367,10,700,312.0,1,1,0,69,5,0.0,-0.8625,0.0,0.0,0.0
915,18,2034,312.0,4,10,4,77,338,0.0,-0.9701,-0.9485,0.7845,-0.8439
1220,108,1830,168.0,2,3,0,27,16,0.0,-0.636,0.0,0.0,-0.9545
1325,0,1000,168.0,4,4,0,67,16,0.0,0.0,0.0,0.0,-0.9783
1020,12,0,24.0,2,4,0,55,16,0.0,-0.9661,-0.5994,0.0,0.0
960,14,0,24.0,4,4,0,73,16,0.0,-0.9828,-0.5994,0.0,0.0
965,83,1447,168.0,2,3,0,27,16,0.0,0.0,0.0,0.0,-0.9545
