Size,PriceTotal,Deposit,OnlineSince,Adress,AmountofIcons,AmountofIconsNeeded,Titel_length,analysis_det,analysis_desr,analysis_desl,analysis_deso
11,830,1400,288.0,1,10,3,73,0.0,-0.9136,0.0,0.0
14,880,2000,288.0,1,12,4,27,0.0,-0.8979,0.4588,0.0
13,590,1500,288.0,4,9,3,20,0.0,0.0,0.5994,0.4588
36,681,0,288.0,3,5,2,83,0.0,-0.9954,0.0,0.0
16,750,400,288.0,1,11,0,28,0.0,-0.7906,0.0,0.0
17,900,2000,288.0,2,11,4,78,0.0,-0.9589,0.0,0.0
11,610,1200,288.0,3,11,0,67,0.0,-0.9738,-0.8316,-0.7964
12,795,2000,288.0,2,12,5,16,0.0,-0.9923,-0.8316,0.0
20,960,1500,288.0,2,13,6,45,0.0,-0.9907,0.0,-0.8316
124,1195,1792,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
145,920,1380,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
81,1041,1561,168.0,2,3,0,27,0.0,-0.5994,0.0,-0.9545
14,960,0,24.0,4,4,0,73,0.0,-0.9828,0.0,0.0
13,1140,0,24.0,4,4,0,71,0.0,-0.9761,0.0,0.0
140,1240,1000,168.0,4,4,0,50,0.0,0.0,0.0,-0.9783
12,535,800,288.0,3,8,3,16,0.0,0.7003,0.34,0.34
15,890,2220,288.0,3,10,0,66,0.0,0.1361,0.9723,0.0
14,700,0,288.0,4,1,0,50,0.4588,0.0,-0.5994,0.0
10,740,1920,288.0,1,11,6,41,0.0,-0.9136,-0.5994,-0.5994
13,500,750,288.0,3,10,0,30,0.4588,-0.3578,-0.8316,-0.5994
23,750,800,288.0,3,7,0,138,0.0,0.6808,0.7494,0.0
16,830,1334,288.0,3,10,5,30,0.0,-0.9371,-0.7783,-0.5994
19,620,600,288.0,2,7,0,40,0.4588,0.9134,0.9208,0.0
20,540,150,288.0,4,6,0,33,0.0,0.0,0.0,0.0
12,870,1000,288.0,2,1,5,44,0.0,-0.5423,0.0,0.0
12,750,1554,288.0,2,11,6,49,0.0,-0.9062,-0.9451,-0.2263
14,300,200,312.0,4,7,0,21,0.0,-0.8268,0.0,-0.8402
17,990,4000,312.0,2,11,5,46,0.0,-0.987,0.0,-0.5994
16,410,0,312.0,2,9,0,49,0.0,-0.7875,-0.6418,-0.7875
18,450,0,312.0,2,9,0,53,0.0,-0.9583,-0.7875,-0.7875
15,1070,2000,312.0,4,11,4,64,0.0,-0.886,-0.5994,0.0
10,367,700,312.0,1,1,0,69,0.0,-0.8625,0.0,0.0
18,915,2034,312.0,4,10,4,77,0.0,-0.9701,0.7845,-0.8439
108,1220,1830,168.0,2,3,0,27,0.0,-0.636,0.0,-0.9545
0,1325,1000,168.0,4,4,0,67,0.0,0.0,0.0,-0.9783
12,1020,0,24.0,2,4,0,55,0.0,-0.9661,0.0,0.0
14,960,0,24.0,4,4,0,73,0.0,-0.9828,0.0,0.0
83,965,1447,168.0,2,3,0,27,0.0,0.0,0.0,-0.9545
